time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-15 00:00:00+00:00,184,142,573,200
2025-05-16 00:00:00+00:00,130,86,459,199
2025-05-17 00:00:00+00:00,47,37,150,77
2025-05-18 00:00:00+00:00,54,37,171,67
2025-05-19 00:00:00+00:00,67,51,389,186
2025-05-20 00:00:00+00:00,93,66,664,222
2025-05-21 00:00:00+00:00,102,59,604,223
2025-05-22 00:00:00+00:00,95,61,577,222
2025-05-23 00:00:00+00:00,114,78,407,175
2025-05-24 00:00:00+00:00,63,34,225,83
2025-05-25 00:00:00+00:00,49,36,123,69
2025-05-26 00:00:00+00:00,73,45,359,175
2025-05-27 00:00:00+00:00,76,51,528,198
2025-05-28 00:00:00+00:00,99,67,510,189
